payment_id,order_id,payment_method,payment_date,amount
46186,93960,Cash,2025-07-29,3300.63
46187,73442,Cash,2025-09-07,4979.2
46188,46118,Debit Card,2024-03-23,2537.33
46189,13537,Bank Transfer,2024-05-29,634.74
46190,74781,Bank Transfer,2024-10-23,3397.72
46191,50813,Cash,2024-02-03,1350.02
46192,66593,Bank Transfer,2025-08-15,988.21
46193,9420,Bank Transfer,2025-07-21,4376.76
46194,30285,Credit Card,2024-10-05,283.26
46195,79142,Bank Transfer,2025-04-27,2137.6
46196,3556,Debit Card,2024-11-02,3021.17
46197,2894,UPI,2024-10-29,2054.16
46198,62851,UPI,2024-11-07,546.16
46199,26840,UPI,2024-11-13,1484.72
46200,40244,UPI,2025-06-18,3024.03
46201,16967,Credit Card,2024-02-21,3317.27
46202,85231,Bank Transfer,2025-05-21,4865.46
46203,1441,UPI,2023-11-02,2445.05
46204,14950,Debit Card,2024-08-22,2108.16
46205,91219,Debit Card,2025-04-26,4870.61
46206,69296,Bank Transfer,2025-01-23,2366.22
46207,60592,Credit Card,2025-08-14,2452.56
46208,23227,UPI,2024-03-26,645.47
46209,2139,Debit Card,2025-04-25,1990.93
46210,50355,UPI,2024-06-30,2238.22
46211,53740,UPI,2024-12-21,355.14
46212,23984,Cash,2024-06-10,3746.59
46213,16991,Credit Card,2023-11-04,4818.64
46214,14449,Debit Card,2024-10-04,57.71
46215,46511,Credit Card,2025-04-29,3911.68
46216,22293,Cash,2024-10-19,2944.89
46217,29206,Bank Transfer,2024-09-07,1596.77
46218,98795,Debit Card,2025-03-09,4487.02
46219,79498,Debit Card,2025-09-02,1453.14
46220,66518,UPI,2024-09-27,3704.55
46221,62436,Credit Card,2024-02-06,3456.66
46222,54375,Debit Card,2024-01-01,4044.81
46223,39156,Cash,2025-03-25,3285.95
46224,32867,Bank Transfer,2025-07-19,437.65
46225,76994,Credit Card,2024-07-24,2505.38
46226,63456,Debit Card,2024-01-15,2651.62
46227,35539,Debit Card,2024-07-04,4613.36
46228,37285,Bank Transfer,2024-04-09,2263.44
46229,82153,UPI,2024-03-21,2094.8
46230,95628,UPI,2024-01-09,4546.05
46231,36773,Credit Card,2024-12-05,772.48
46232,97864,Bank Transfer,2024-08-21,4321.08
46233,79473,UPI,2024-11-16,1132.6
46234,58750,Credit Card,2024-06-20,884.84
46235,93912,UPI,2024-06-13,611.5
46236,15182,Debit Card,2023-09-15,547.58
46237,48671,Debit Card,2024-11-17,2603.34
46238,37705,Bank Transfer,2024-04-27,4382.12
46239,34505,Cash,2025-06-14,4338.96
46240,21652,UPI,2024-01-25,4159.23
46241,72880,Bank Transfer,2024-10-25,2529.43
46242,1176,Bank Transfer,2024-10-28,4051.11
46243,66391,UPI,2024-05-30,1484.59
46244,16998,Bank Transfer,2025-02-23,3373.55
46245,94887,Bank Transfer,2024-06-07,3897.08
46246,1887,UPI,2025-02-20,483.99
46247,87461,Cash,2024-06-20,1665.61
46248,74221,Bank Transfer,2024-08-08,4887.03
46249,79565,UPI,2024-06-16,2164.12
46250,68692,Cash,2023-11-11,1345.57
46251,293,Credit Card,2024-07-24,1631.93
46252,21590,Credit Card,2024-06-23,3979.05
46253,44517,Credit Card,2024-03-23,418.39
46254,52363,Cash,2025-08-10,1992.27
46255,1679,Debit Card,2024-03-30,2790.08
46256,39817,Debit Card,2024-02-16,1800.7
46257,55489,Bank Transfer,2025-03-14,2085.08
46258,72034,Credit Card,2023-09-25,1500.86
46259,34808,Credit Card,2024-03-26,3769.4
46260,6344,Credit Card,2025-06-30,4985.29
46261,14202,Cash,2023-10-24,2797.55
46262,99313,Cash,2025-06-04,3494.4
46263,7060,Cash,2024-07-11,1847.03
46264,37198,Credit Card,2024-07-13,3480.81
46265,59408,UPI,2024-02-18,4896.72
46266,54246,UPI,2024-10-07,565.6
46267,3568,Credit Card,2023-12-18,1352.18
46268,17580,Credit Card,2025-06-27,1794.93
46269,50117,UPI,2025-01-19,4837.09
46270,96856,Bank Transfer,2024-04-15,3943.25
46271,67962,Bank Transfer,2023-10-13,2225.58
46272,94066,Cash,2025-03-13,162.92
46273,65139,UPI,2024-05-28,1953.28
46274,94236,Cash,2024-12-05,4134.94
46275,10181,Credit Card,2024-10-10,2164.89
46276,6036,Cash,2024-10-27,1031.34
46277,79995,Credit Card,2024-08-01,770.26
46278,45831,UPI,2024-04-11,2802.3
46279,8963,Debit Card,2024-04-08,3043.82
46280,38212,Debit Card,2023-12-24,3724.85
46281,64974,Debit Card,2025-06-22,4551.51
46282,47032,Cash,2024-04-12,2885.96
46283,46805,Debit Card,2025-02-03,1522.96
46284,51725,Credit Card,2025-06-17,1877.89
46285,12902,Debit Card,2025-05-02,94.97
46286,25627,Cash,2024-06-08,253.82
46287,62642,UPI,2024-09-11,3264.98
46288,17353,Debit Card,2024-07-18,4195.81
46289,46532,Credit Card,2024-06-10,4847.54
46290,27734,Credit Card,2024-05-30,4635.71
46291,55272,Cash,2025-05-04,651.48
46292,46017,Credit Card,2024-04-12,4822.76
46293,39541,UPI,2024-03-05,336.53
46294,71182,Cash,2024-11-09,2544.99
46295,64083,Bank Transfer,2024-07-05,4294.41
46296,21296,Debit Card,2024-04-01,918.82
46297,3040,UPI,2024-06-01,1538.31
46298,32735,UPI,2024-10-16,4373.01
46299,17555,Cash,2025-02-08,3652.05
46300,29011,Bank Transfer,2024-06-03,4025.46
46301,63189,Credit Card,2024-08-18,1009.83
46302,34664,Debit Card,2024-03-09,3987.03
46303,53699,Cash,2024-01-19,1963.99
46304,67510,Bank Transfer,2025-06-25,2399.44
46305,70807,UPI,2023-12-18,414.03
46306,55191,Debit Card,2024-04-03,505.06
46307,89622,Credit Card,2024-12-17,743.76
46308,91458,UPI,2023-11-05,1063.99
46309,56086,UPI,2023-09-17,820.25
46310,85885,Credit Card,2024-12-18,2622.9
46311,44640,UPI,2025-04-22,2501.59
46312,38000,UPI,2023-09-29,1963.19
46313,79991,UPI,2025-06-25,1787.88
46314,7407,Cash,2024-08-26,4733.84
46315,75919,Debit Card,2025-01-14,3605.75
46316,62474,UPI,2025-07-24,4485.81
46317,27585,Cash,2024-09-03,3076.72
46318,7855,Credit Card,2024-12-04,3281.09
46319,13114,Credit Card,2024-09-19,1011.61
46320,28149,UPI,2024-11-09,3475.69
46321,71034,Bank Transfer,2024-06-30,4323.72
46322,40322,Debit Card,2025-07-19,4911.39
46323,25574,Cash,2024-09-15,2972.14
46324,32073,Bank Transfer,2025-06-03,2852.84
46325,42517,UPI,2023-10-06,4373.41
46326,29932,Cash,2024-06-17,4445.5
46327,50141,Cash,2024-03-14,3998.23
46328,88464,Cash,2024-05-01,1809.06
46329,15606,Cash,2024-08-19,735.85
46330,31694,Bank Transfer,2024-09-12,168.09
46331,35309,Debit Card,2023-10-25,2208.98
46332,22987,Debit Card,2024-11-19,3003.22
46333,36,Cash,2024-09-18,1647.92
46334,66146,Debit Card,2025-02-02,1187.1
46335,77889,Credit Card,2023-12-04,2851.54
46336,63468,UPI,2024-07-29,3852.36
46337,31521,Debit Card,2024-04-04,3432.05
46338,22240,UPI,2024-06-07,2314.0
46339,34579,Credit Card,2025-03-22,4777.67
46340,43817,Credit Card,2024-07-06,2205.97
46341,52144,Credit Card,2024-04-16,4742.75
46342,37871,Cash,2025-04-26,3681.45
46343,73232,Cash,2023-10-09,2147.4
46344,50723,Debit Card,2024-12-28,1762.22
46345,84907,Bank Transfer,2024-06-09,2860.59
46346,2602,UPI,2024-01-01,442.74
46347,15166,UPI,2025-06-29,2907.16
46348,11445,Credit Card,2024-03-09,246.25
46349,53228,Debit Card,2023-12-31,1954.93
46350,47429,Bank Transfer,2024-03-17,2614.75
46351,69897,UPI,2024-03-09,3064.17
46352,66854,Debit Card,2024-02-23,344.78
46353,9763,Credit Card,2024-09-15,2115.7
46354,74060,Bank Transfer,2024-01-04,4323.47
46355,15683,Debit Card,2023-12-27,3249.87
46356,14484,Debit Card,2024-05-10,3201.82
46357,3764,Cash,2024-02-19,1705.56
46358,10125,UPI,2024-11-30,1989.68
46359,70729,Bank Transfer,2024-03-02,3509.07
46360,18466,UPI,2025-02-02,4338.71
46361,19887,Bank Transfer,2025-02-26,4582.58
46362,92200,UPI,2023-10-14,2573.71
46363,62161,UPI,2024-01-15,4287.86
46364,90203,Cash,2025-03-01,4809.3
46365,86678,Credit Card,2024-03-24,3668.67
46366,85517,Debit Card,2024-09-27,1659.9
46367,84426,Cash,2024-12-26,3011.85
46368,3135,Cash,2024-11-23,672.76
46369,61888,UPI,2024-08-05,951.07
46370,99463,Bank Transfer,2024-08-30,4172.02
46371,78418,Debit Card,2025-04-26,1773.39
46372,74846,UPI,2025-02-19,4721.32
46373,63371,Bank Transfer,2023-12-30,1530.17
46374,46709,Bank Transfer,2025-01-20,3195.44
46375,7881,Debit Card,2024-07-18,4359.93
46376,66196,Debit Card,2025-03-23,4065.46
46377,97470,Cash,2025-01-15,4108.26
46378,6123,Cash,2025-05-07,1799.18
46379,19322,Credit Card,2024-09-24,523.83
46380,78700,Debit Card,2025-04-25,4217.5
46381,23803,Bank Transfer,2023-10-21,1867.54
46382,64475,Cash,2025-01-05,4645.31
46383,25774,UPI,2024-03-17,636.5
46384,53034,Cash,2024-01-08,786.81
46385,58368,Credit Card,2024-09-15,4683.11
46386,29278,Cash,2024-11-20,3625.76
46387,3653,Bank Transfer,2025-02-15,3372.13
46388,25431,UPI,2023-12-25,266.29
46389,32167,UPI,2024-04-24,4334.52
46390,91548,Cash,2025-04-27,2795.69
46391,21710,UPI,2025-06-04,1462.31
46392,43996,Cash,2023-11-19,2518.46
46393,16366,Cash,2024-10-12,1387.85
46394,64407,Debit Card,2025-05-07,1954.39
46395,73309,Cash,2025-05-06,1200.57
46396,61073,Debit Card,2024-12-20,1463.45
46397,40194,Debit Card,2025-07-29,2763.33
46398,57221,UPI,2024-04-29,2082.14
46399,22268,Cash,2024-06-30,1145.87
46400,20163,UPI,2025-07-21,3996.84
46401,8614,Debit Card,2024-12-14,96.06
46402,77980,Cash,2025-05-26,1792.83
46403,41660,Bank Transfer,2024-11-02,2474.48
46404,57513,UPI,2023-12-25,1287.17
46405,86403,Debit Card,2024-04-12,2854.42
46406,15787,UPI,2025-02-07,2044.6
46407,74305,UPI,2024-10-05,2625.21
46408,34048,Credit Card,2024-10-31,1399.29
46409,65720,Cash,2024-05-31,4932.45
46410,9131,Debit Card,2025-04-03,1922.82
46411,68179,Debit Card,2024-04-23,1394.82
46412,67034,Bank Transfer,2024-08-24,1302.52
46413,90899,Bank Transfer,2024-06-16,4226.0
46414,36900,UPI,2023-11-27,1725.32
46415,79265,Credit Card,2024-06-30,1481.74
46416,62960,Bank Transfer,2023-11-08,1969.84
46417,24222,UPI,2025-08-21,1576.44
46418,80060,UPI,2024-05-27,1070.63
46419,69730,Bank Transfer,2023-09-15,1978.96
46420,83141,Credit Card,2024-06-12,1886.97
46421,26764,Credit Card,2023-12-29,1988.19
46422,3836,Debit Card,2023-10-14,1349.8
46423,25689,Credit Card,2024-09-03,2415.48
46424,24586,Credit Card,2024-04-01,1074.01
46425,68879,Cash,2024-10-01,4558.78
46426,49876,Credit Card,2023-09-14,1772.12
46427,88895,UPI,2023-12-18,3344.03
46428,10930,Credit Card,2024-11-05,3193.49
46429,69948,UPI,2024-01-22,3333.46
46430,88447,Cash,2025-01-29,3412.58
46431,21205,UPI,2023-10-31,3716.57
46432,80838,Cash,2024-03-09,1644.84
46433,44588,Debit Card,2024-01-20,709.47
46434,66612,UPI,2025-02-09,3359.19
46435,15295,Credit Card,2023-12-08,4230.43
46436,89034,Bank Transfer,2025-06-05,1071.33
46437,76700,Credit Card,2024-03-22,1806.95
46438,61355,Debit Card,2024-08-12,4165.74
46439,44979,Cash,2024-12-19,1259.66
46440,31353,Debit Card,2024-06-18,4154.7
46441,89506,Cash,2024-06-06,3974.58
46442,13098,Debit Card,2025-08-22,4639.74
46443,9592,UPI,2024-09-29,3137.72
46444,16387,Debit Card,2024-12-31,2993.28
46445,48966,UPI,2025-05-16,4645.14
46446,925,Cash,2024-01-22,2666.96
46447,83484,Credit Card,2024-09-02,2575.34
46448,48784,Debit Card,2025-04-05,2593.38
46449,18635,UPI,2024-04-23,2157.5
46450,62453,UPI,2024-06-16,4676.5
46451,14899,Debit Card,2025-07-10,1147.04
46452,29689,Cash,2025-07-19,4247.86
46453,41401,Debit Card,2023-10-20,4258.4
46454,67234,Credit Card,2024-11-05,4395.42
46455,72086,Bank Transfer,2025-06-24,4077.49
46456,29908,Cash,2024-01-06,4634.25
46457,74761,Credit Card,2023-09-25,3809.57
46458,17911,Debit Card,2025-03-13,2044.7
46459,4877,Bank Transfer,2024-12-29,921.88
46460,30953,Credit Card,2023-10-03,2455.35
46461,74898,Credit Card,2023-10-10,1712.05
46462,21172,Debit Card,2024-01-04,1938.52
46463,53500,Cash,2024-02-25,1864.77
46464,33488,Bank Transfer,2024-08-21,810.57
46465,42000,Debit Card,2024-05-05,1656.39
46466,87826,UPI,2025-06-18,1177.3
46467,24792,Credit Card,2025-07-08,138.05
46468,77507,Credit Card,2023-11-09,3815.53
46469,70248,Cash,2025-08-18,4632.62
46470,75462,Credit Card,2025-02-25,3737.79
46471,88405,Bank Transfer,2024-01-17,2476.17
46472,22055,Credit Card,2025-06-05,1060.52
46473,68945,UPI,2023-10-30,3332.43
46474,61285,Cash,2024-11-06,3190.65
46475,14506,Credit Card,2025-01-03,402.45
46476,51595,UPI,2024-06-24,1500.12
46477,57322,Bank Transfer,2024-12-07,4236.05
46478,58391,Cash,2025-07-18,3121.39
46479,65841,Credit Card,2025-05-08,1400.07
46480,70079,Cash,2025-05-03,2030.08
46481,18340,Bank Transfer,2024-11-30,3936.24
46482,65626,UPI,2024-06-18,2761.66
46483,82004,UPI,2024-04-17,3918.45
46484,3465,Cash,2025-05-23,4641.43
46485,46232,Bank Transfer,2025-05-17,970.18
46486,26812,UPI,2024-06-05,1382.36
46487,38206,Credit Card,2024-08-12,1928.74
46488,88533,UPI,2025-04-06,1882.41
46489,80284,Cash,2024-07-29,1310.67
46490,4874,Bank Transfer,2025-07-17,2506.17
46491,36590,Credit Card,2025-09-02,4536.12
46492,48488,Debit Card,2025-04-25,815.47
46493,7310,Debit Card,2024-11-13,3218.76
46494,13329,Credit Card,2025-07-12,987.25
46495,78722,Cash,2025-01-27,4961.25
46496,98302,Debit Card,2024-12-22,4921.03
46497,1760,UPI,2024-02-03,4990.5
46498,74690,UPI,2023-11-05,1360.89
46499,31226,Cash,2023-12-15,1244.37
46500,61155,UPI,2025-04-28,2655.83
46501,68751,Cash,2025-01-07,2982.96
46502,19,Credit Card,2024-09-07,2257.38
46503,31062,Cash,2023-10-20,1516.25
46504,57436,UPI,2024-03-05,2746.26
46505,79212,Credit Card,2024-07-07,2755.49
46506,98465,Debit Card,2024-06-10,4956.78
46507,23184,Bank Transfer,2025-06-20,3893.43
46508,6747,Bank Transfer,2024-01-03,3294.63
46509,52746,Bank Transfer,2024-08-08,3769.71
46510,70196,Credit Card,2025-05-11,3915.7
46511,74143,Credit Card,2024-01-12,3569.27
46512,58606,Bank Transfer,2023-12-04,3123.13
46513,23337,UPI,2025-01-10,2612.34
46514,80734,Credit Card,2025-05-17,4135.55
46515,82975,Bank Transfer,2023-11-02,2081.92
46516,74278,Debit Card,2024-03-05,1127.17
46517,83825,Cash,2023-10-05,3374.78
46518,42856,Credit Card,2023-12-30,3471.62
46519,37517,Debit Card,2025-03-23,1150.19
46520,66125,Bank Transfer,2025-03-31,1091.0
46521,47503,Debit Card,2024-08-17,236.28
46522,85678,Cash,2024-03-23,4951.8
46523,76489,Cash,2024-06-23,877.47
46524,7323,Cash,2024-09-16,2518.2
46525,70926,Bank Transfer,2024-02-20,2463.71
46526,99061,Bank Transfer,2025-02-11,4225.41
46527,31975,Cash,2024-08-13,2471.24
46528,14651,Credit Card,2024-10-01,381.95
46529,78323,Credit Card,2024-10-11,909.95
46530,65347,UPI,2024-11-29,3690.67
46531,20865,Cash,2025-06-27,2203.38
46532,30553,Bank Transfer,2025-07-03,2713.33
46533,64989,Bank Transfer,2025-07-28,1913.41
46534,62457,Cash,2025-06-17,3121.16
46535,84619,Cash,2023-12-24,2994.6
46536,61425,Bank Transfer,2024-08-17,949.87
46537,9177,Debit Card,2024-02-06,1211.61
46538,23036,Credit Card,2025-07-29,1952.15
46539,36446,Cash,2023-10-16,1870.59
46540,65482,Bank Transfer,2024-01-31,4794.92
46541,88500,Bank Transfer,2025-08-08,2030.95
46542,97433,UPI,2025-04-01,1179.1
46543,95697,Debit Card,2023-09-27,804.88
46544,94471,UPI,2023-10-01,2513.77
46545,73125,Credit Card,2024-04-18,3800.21
46546,23139,Bank Transfer,2025-08-31,4099.08
46547,86035,UPI,2024-02-02,1708.63
46548,58760,Credit Card,2023-09-29,2514.54
46549,47200,Cash,2023-11-26,2783.81
46550,90632,Credit Card,2023-12-19,4562.16
46551,31957,Cash,2024-12-27,4916.93
46552,47137,Credit Card,2025-08-30,1879.4
46553,58925,Debit Card,2024-12-18,4866.6
46554,44680,UPI,2023-12-06,2819.49
46555,48291,Cash,2024-04-19,1668.41
46556,51619,UPI,2023-12-11,4070.45
46557,75532,UPI,2024-03-08,1023.08
46558,61144,Debit Card,2024-01-08,1972.18
46559,62813,Cash,2025-09-11,1817.83
46560,3664,Bank Transfer,2025-08-31,4657.69
46561,24345,Debit Card,2025-08-15,4828.23
46562,37114,Credit Card,2024-07-14,4241.22
46563,17506,Cash,2024-01-16,1127.68
46564,76355,Cash,2023-10-02,161.7
46565,81389,UPI,2025-04-18,84.23
46566,7956,UPI,2024-11-25,693.99
46567,13069,Credit Card,2024-11-09,4606.74
46568,52815,Bank Transfer,2024-10-22,2855.12
46569,6554,Credit Card,2025-01-02,4094.52
46570,27623,UPI,2024-07-05,904.83
46571,65843,Bank Transfer,2023-10-07,2828.29
46572,1226,Debit Card,2023-12-12,4285.38
46573,21118,UPI,2023-10-27,521.47
46574,80382,UPI,2025-08-04,472.73
46575,48984,UPI,2024-07-26,1836.83
46576,66527,Cash,2024-10-07,3665.77
46577,22983,UPI,2025-07-30,1872.56
46578,8201,Credit Card,2024-06-23,3150.4
46579,55330,Debit Card,2024-05-25,4387.42
46580,45655,Credit Card,2025-03-09,1029.75
46581,28586,Bank Transfer,2025-06-05,1416.81
46582,81512,Debit Card,2023-09-14,4522.29
46583,25747,UPI,2025-04-25,3118.46
46584,1649,Bank Transfer,2024-07-20,3552.47
46585,14246,Debit Card,2024-03-28,1947.26
46586,79287,Cash,2024-05-05,3770.45
46587,11960,Bank Transfer,2024-12-21,2941.17
46588,13545,Credit Card,2024-06-03,2383.51
46589,61175,Cash,2024-07-04,2027.95
46590,71088,Cash,2024-10-27,4478.08
46591,81771,UPI,2024-05-24,288.27
46592,47701,Bank Transfer,2024-07-22,2831.26
46593,21481,UPI,2025-06-12,852.52
46594,8748,Bank Transfer,2024-11-17,3621.31
46595,42177,Debit Card,2024-08-09,4810.64
46596,99460,Cash,2024-06-12,2430.55
46597,42605,Bank Transfer,2023-12-17,3179.54
46598,71181,Bank Transfer,2024-01-09,3477.32
46599,49499,Debit Card,2025-01-09,1563.55
46600,2374,UPI,2024-12-17,2154.45
46601,25500,Debit Card,2025-04-26,2569.16
46602,75344,Bank Transfer,2023-12-03,3512.41
46603,11283,Cash,2025-08-11,1548.69
46604,11682,Cash,2025-08-13,240.53
46605,91663,UPI,2024-10-19,3137.56
46606,42243,Credit Card,2025-04-21,686.46
46607,88136,Bank Transfer,2023-11-07,4399.87
46608,24770,UPI,2024-04-22,3949.49
46609,47927,Bank Transfer,2025-01-10,348.83
46610,90956,UPI,2024-03-11,540.9
46611,37876,Debit Card,2023-10-31,1679.74
46612,4050,Bank Transfer,2024-08-12,2267.48
46613,47662,Cash,2025-04-26,2044.4
46614,25966,UPI,2024-10-15,3569.7
46615,16366,Bank Transfer,2023-10-05,4881.64
46616,21,Credit Card,2024-03-22,757.12
46617,9262,Bank Transfer,2025-05-07,2683.55
46618,31913,Credit Card,2023-09-19,1550.17
46619,46510,UPI,2025-01-10,1543.22
46620,46293,UPI,2024-04-16,1534.15
46621,1304,Cash,2024-07-30,74.93
46622,97661,Bank Transfer,2024-03-16,4651.84
46623,9806,Debit Card,2024-05-11,613.55
46624,39937,Bank Transfer,2024-04-02,615.36
46625,25595,Bank Transfer,2024-11-06,4700.43
46626,28986,UPI,2023-12-14,3001.17
46627,31921,Credit Card,2024-10-24,714.15
46628,73341,Bank Transfer,2023-12-20,596.31
46629,33202,UPI,2025-07-28,4113.89
46630,85876,Credit Card,2024-07-29,963.93
46631,9295,Credit Card,2024-07-13,495.52
46632,95953,Debit Card,2023-10-29,924.38
46633,56374,Credit Card,2024-04-19,3097.12
46634,52361,UPI,2025-04-09,3904.1
46635,26328,Credit Card,2024-06-11,529.36
46636,71809,Cash,2025-04-17,1254.86
46637,23445,Bank Transfer,2023-11-30,2447.09
46638,48907,UPI,2024-07-08,3997.75
46639,20219,Debit Card,2025-04-18,3053.74
46640,95905,UPI,2024-03-04,3412.95
46641,24723,Debit Card,2024-07-25,2505.52
46642,16293,Credit Card,2025-05-11,2521.18
46643,62311,Debit Card,2025-05-19,2515.09
46644,29936,Credit Card,2025-01-28,4489.89
46645,56003,Credit Card,2023-11-30,3928.47
46646,21770,Debit Card,2024-08-13,1716.15
46647,50778,Bank Transfer,2025-05-13,3717.27
46648,15117,Cash,2024-01-10,2019.19
46649,69168,Debit Card,2025-07-06,2986.24
46650,74652,Cash,2024-09-13,325.17
46651,61198,Cash,2023-12-12,462.84
46652,34005,Credit Card,2024-04-29,1175.58
46653,97479,UPI,2025-08-05,1162.78
46654,56771,Bank Transfer,2023-12-11,4785.86
46655,38080,Cash,2024-02-13,2106.85
46656,93157,UPI,2025-03-05,2623.1
46657,37645,Debit Card,2025-03-03,2274.96
46658,43087,Bank Transfer,2024-09-17,964.92
46659,67571,Credit Card,2024-04-21,4347.46
46660,77358,UPI,2024-03-15,4892.04
46661,29805,Debit Card,2023-11-11,4130.01
46662,78108,Credit Card,2025-07-16,4937.08
46663,15838,Debit Card,2025-05-14,485.23
46664,40350,Credit Card,2025-02-09,382.15
46665,89908,Credit Card,2025-07-14,2691.63
46666,39237,UPI,2024-01-23,3771.56
46667,18097,Cash,2025-02-24,3356.49
46668,55698,UPI,2025-02-20,2001.45
46669,17357,Debit Card,2024-12-16,849.02
46670,35487,Debit Card,2025-05-29,2672.03
46671,30658,UPI,2025-01-13,2842.28
46672,79929,UPI,2024-07-09,2806.76
46673,74324,Bank Transfer,2025-05-13,3362.26
46674,13010,Debit Card,2024-06-08,142.5
46675,56400,Credit Card,2024-06-05,3666.03
46676,37638,UPI,2025-07-25,875.6
46677,29360,UPI,2024-07-24,1146.67
46678,91225,UPI,2024-01-16,2738.41
46679,80560,Debit Card,2024-03-13,1251.13
46680,27618,UPI,2024-03-25,4554.07
46681,24505,Credit Card,2025-08-10,2801.1
46682,39301,Credit Card,2023-12-18,4468.52
46683,23783,UPI,2025-04-16,519.22
46684,23898,UPI,2024-12-28,3807.73
46685,64929,Cash,2024-08-06,321.79
46686,70472,Debit Card,2024-02-06,1604.74
46687,18579,Cash,2025-05-08,3944.22
46688,25131,Cash,2025-04-19,4600.5
46689,85141,Cash,2023-10-04,100.18
46690,42720,Debit Card,2024-07-21,4182.66
46691,14716,UPI,2025-09-07,2386.93
46692,67218,Credit Card,2025-04-08,2619.2
46693,26234,Debit Card,2023-11-28,3762.97
46694,30735,Bank Transfer,2024-12-22,4396.69
46695,46214,Cash,2025-08-31,3084.15
46696,53988,Debit Card,2025-08-05,601.68
46697,74334,Bank Transfer,2024-04-17,317.69
46698,72742,Bank Transfer,2024-05-03,4544.95
46699,90204,Bank Transfer,2025-07-20,1575.24
46700,31806,Credit Card,2025-04-06,3244.38
46701,64448,Credit Card,2024-03-31,3448.38
46702,87193,Bank Transfer,2025-05-26,4020.06
46703,31319,Cash,2024-09-11,4462.91
46704,22524,Credit Card,2023-10-06,3601.77
46705,25416,UPI,2025-03-15,4759.54
46706,24341,UPI,2023-10-11,3049.72
46707,85403,Debit Card,2025-05-16,1312.23
46708,401,Cash,2023-10-20,3998.08
46709,67573,Credit Card,2025-03-18,3697.29
46710,17102,Bank Transfer,2025-07-21,147.48
46711,53155,UPI,2024-09-09,3360.89
46712,43333,Debit Card,2024-08-12,4549.13
46713,54355,Cash,2025-03-12,3839.84
46714,52785,Debit Card,2025-09-12,1726.54
46715,60410,Credit Card,2024-08-17,1466.81
46716,6695,Cash,2025-08-27,2939.25
46717,34454,UPI,2024-02-23,2584.74
46718,8797,Debit Card,2023-11-25,2908.3
46719,7138,Debit Card,2025-03-29,1868.2
46720,67973,UPI,2025-02-24,4194.79
46721,15317,Cash,2024-09-04,1521.43
46722,22248,Credit Card,2025-03-21,592.99
46723,38802,Cash,2023-11-20,2706.88
46724,61066,Credit Card,2024-09-03,4894.57
46725,62010,UPI,2025-02-21,219.42
46726,50571,Debit Card,2024-03-05,3343.75
46727,55023,Credit Card,2025-08-05,3788.77
46728,357,Bank Transfer,2024-10-24,1234.64
46729,75332,Debit Card,2024-12-15,1475.85
46730,78437,Credit Card,2025-04-04,1032.62
46731,71760,Credit Card,2024-10-31,1715.4
46732,86627,UPI,2024-04-16,3259.81
46733,985,Debit Card,2024-10-08,4919.23
46734,50650,UPI,2025-08-25,3636.04
46735,55534,Credit Card,2024-02-24,2802.36
46736,19825,Credit Card,2025-02-16,4311.98
46737,46018,Bank Transfer,2025-03-02,743.35
46738,46620,Debit Card,2024-02-13,1615.22
46739,55730,Credit Card,2024-11-13,3275.21
46740,45214,Debit Card,2024-05-07,1333.44
46741,85087,Cash,2024-10-23,3887.55
46742,87455,Bank Transfer,2024-09-23,3481.19
46743,73582,Cash,2025-01-28,4468.39
46744,22423,Credit Card,2024-05-06,678.61
46745,96800,UPI,2025-03-29,2743.69
46746,22880,Credit Card,2025-01-05,815.62
46747,2786,Credit Card,2024-12-16,3559.44
46748,72665,Debit Card,2024-12-20,2438.78
46749,92860,Debit Card,2024-08-07,1169.89
46750,61894,Debit Card,2024-11-23,4794.73
46751,27505,Cash,2025-08-07,4607.4
46752,82825,UPI,2025-01-21,1808.94
46753,11739,Bank Transfer,2024-11-12,513.8
46754,23956,Cash,2024-08-09,2852.66
46755,95568,Credit Card,2025-02-11,3090.73
46756,66968,UPI,2024-05-08,3568.89
46757,82035,Bank Transfer,2025-08-31,4652.56
46758,90293,Debit Card,2023-11-12,3089.14
46759,1172,UPI,2024-03-14,3152.79
46760,4594,Debit Card,2024-02-21,381.39
46761,4708,Bank Transfer,2025-08-29,1232.7
46762,30644,Debit Card,2025-01-01,4894.61
46763,56311,UPI,2024-07-18,4597.38
46764,21421,Bank Transfer,2024-03-16,4417.85
46765,88553,Cash,2024-02-23,3052.49
46766,15861,Credit Card,2023-12-06,4632.86
46767,92992,Cash,2024-05-24,2962.59
46768,94017,Credit Card,2025-06-27,4000.87
46769,12616,UPI,2025-03-01,4157.34
46770,97192,Credit Card,2024-10-12,211.2
46771,12520,Cash,2024-06-10,4286.53
46772,17962,Credit Card,2024-02-21,4525.51
46773,39013,UPI,2025-06-18,2053.26
46774,96761,UPI,2023-12-09,3972.18
46775,56661,Debit Card,2023-12-26,4991.55
46776,52798,Bank Transfer,2025-06-01,2788.79
46777,69627,Debit Card,2024-09-04,4275.11
46778,39942,UPI,2024-07-13,4370.03
46779,44602,Bank Transfer,2023-11-04,1658.33
46780,2109,Debit Card,2025-02-19,2650.37
46781,92565,Debit Card,2025-02-24,3141.0
46782,36979,Cash,2024-02-14,3277.08
46783,47309,Cash,2025-01-08,1944.58
46784,68398,UPI,2024-10-06,1260.32
